Tiempo (s),Voltaje (V)
0.0,1.6678089071647264
0.00101010101010101,1.671344798291102
0.00202020202020202,1.671344798291102
0.0030303030303030303,1.6652373499819078
0.00404040404040404,1.6520581194199622
0.00505050505050505,1.6327714405488223
0.006060606060606061,1.6096274259034544
0.007070707070707071,1.5874477452016436
0.00808080808080808,1.5688039556262083
0.00909090909090909,1.5581962822470814
0.0101010101010101,1.557874837599229
0.011111111111111112,1.567518177034799
0.012121212121212121,1.5845547433709726
0.013131313131313131,1.606412979424931
0.014141414141414142,1.6298784387181513
0.015151515151515152,1.6520581194199622
0.01616161616161616,1.671344798291102
0.01717171717171717,1.685809807444457
0.01818181818181818,1.69448881293647
0.01919191919191919,1.696417480823584
0.0202020202020202,1.6870955860358663
0.021212121212121213,1.6700590196996927
0.022222222222222223,1.6449863371672109
0.023232323232323233,1.6173420974519104
0.024242424242424242,1.5890549684409052
0.025252525252525252,1.5652680644998327
0.026262626262626262,1.553053167881444
0.02727272727272727,1.552088833937887
0.028282828282828285,1.5610892840777524
0.029292929292929294,1.5765186271746643
0.030303030303030304,1.5980554185807705
0.031313131313131314,1.621842322521843
0.03232323232323232,1.6443434478715062
0.03333333333333333,1.662665792799089
0.03434343434343434,1.6745592447696254
0.03535353535353535,1.680023803783115
0.03636363636363636,1.6777736912481487
0.03737373737373737,1.667487462516874
0.03838383838383838,1.6507723408285528
0.03939393939393939,1.629556994070299
0.0404040404040404,1.6057700901292264
0.04141414141414142,1.5851976326666772
0.04242424242424243,1.5700897342176177
0.043434343434343436,1.565589509147685
0.044444444444444446,1.5710540681611747
0.045454545454545456,1.5855190773145296
0.046464646464646465,1.6044843115378171
0.047474747474747475,1.626663992239628
0.048484848484848485,1.6501294515328482
0.049494949494949494,1.6710233536432497
0.050505050505050504,1.6890242539229803
0.051515151515151514,1.7012391505413689
0.052525252525252523,1.7073465988505632
0.05353535353535353,1.7028463737806305
0.05454545454545454,1.6903100325143896
0.05555555555555555,1.6707019089953974
0.05656565656565657,1.6482007836457342
0.05757575757575758,1.6244138797046617
0.05858585858585859,1.6038414222421125
0.0595959595959596,1.5877691898494959
0.06060606060606061,1.5816617415403016
0.06161616161616162,1.584876188018825
0.06262626262626263,1.5951624167500995
0.06363636363636363,1.608341647312045
0.06464646464646465,1.6253782136482187
0.06565656565656566,1.6430576692800969
0.06666666666666667,1.6581655677291565
0.06767676767676768,1.671344798291102
0.06868686868686869,1.6784165805438533
0.0696969696969697,1.6797023591352627
0.0707070707070707,1.6735949108260684
0.07171717171717172,1.6594513463205658
0.07272727272727272,1.6395217781537212
0.07373737373737374,1.6157348742126487
0.07474747474747474,1.5935551935108379
0.07575757575757576,1.5765186271746643
0.07676767676767676,1.569446844921913
0.07777777777777778,1.5720184021047316
0.07878787878787878,1.584876188018825
0.0797979797979798,1.6025556436507031
0.0808080808080808,1.6224852118175477
0.08181818181818182,1.64209333533654
0.08282828282828283,1.6591299016727135
0.08383838383838384,1.6716662429389544
0.08484848484848485,1.680988137726672
0.08585858585858586,1.6835596949094906
0.08686868686868687,1.6813095823745243
0.08787878787878788,1.6755235787131824
0.08888888888888889,1.6629872374469414
0.0898989898989899,1.6446648925193585
0.09090909090909091,1.6228066564654
0.09191919191919191,1.6009484204114415
0.09292929292929293,1.582947520131711
0.09393939393939393,1.5716969574568793
0.09494949494949495,1.5710540681611747
0.09595959595959595,1.5813402968924493
0.09696969696969697,1.5970910846372135
0.09797979797979799,1.616056318860501
0.09898989898989899,1.636307331675198
0.1,1.6552725658984855
0.0,1.6719876875868067
0.00101010101010101,1.6842025842051953
0.00202020202020202,1.6922387004015036
0.0030303030303030303,1.691595811105799
0.00404040404040404,1.680023803783115
0.00505050505050505,1.6594513463205658
0.006060606060606061,1.6330928851966746
0.007070707070707071,1.6051272008335218
0.00808080808080808,1.581983186188154
0.00909090909090909,1.5649466198519804
